index,temperature,rainfall,humidity
2265,72.85,155.37,73.07
2266,75.76,74.28,59.51
2267,71.0,7.88,68.57
2268,84.32,72.65,83.19
2269,28.49,122.13,49.08
2270,61.48,23.85,21.21
2271,12.51,184.81,94.6
2272,46.14,15.53,59.07
2273,58.52,186.0,65.38
2274,78.27,141.43,94.01
2275,114.06,65.94,93.84
2276,72.08,78.15,61.49
2277,89.23,148.16,36.79
2278,60.75,120.29,99.74
2279,76.09,134.33,71.27
2280,8.51,77.83,46.76
2281,30.53,97.56,60.39
2282,43.42,197.97,47.43
2283,56.7,42.78,89.95
2284,5.48,83.57,53.42
2285,16.8,58.36,84.12
2286,33.22,153.02,85.62
2287,116.58,152.8,84.19
2288,39.76,58.49,75.0
2289,57.84,16.28,86.94
2290,23.53,2.29,44.85
2291,73.29,85.49,20.32
2292,33.68,82.07,85.82
2293,24.84,197.68,54.84
2294,61.99,93.96,21.46
2295,0.66,51.28,20.38
2296,0.92,178.25,24.33
2297,26.29,98.21,77.59
2298,4.41,119.84,73.98
2299,12.96,19.13,28.34
2300,40.66,76.58,86.22
2301,96.31,188.84,35.32
2302,68.65,117.9,81.37
2303,61.52,68.9,53.99
2304,35.22,125.13,75.84
2305,111.81,182.08,44.32
2306,47.64,54.8,41.24
2307,10.45,101.02,85.72
2308,74.05,191.74,13.18
2309,13.66,34.48,97.73
2310,41.43,143.93,68.34
2311,60.89,122.9,48.92
2312,104.91,135.94,66.52
2313,59.23,70.24,21.05
2314,84.27,62.78,56.26
2315,119.14,136.84,98.66
2316,15.78,43.11,31.17
2317,32.97,83.93,75.01
2318,47.35,37.63,49.15
2319,50.62,1.66,68.72
2320,49.32,194.01,28.44
2321,108.91,86.34,52.34
2322,85.68,193.87,98.21
2323,72.95,28.06,27.58
2324,37.12,117.47,67.28
2325,98.85,40.19,61.8
2326,114.61,158.01,60.85
2327,98.54,156.74,65.36
2328,0.19,22.52,55.2
2329,76.37,182.41,11.52
2330,6.14,38.93,91.01
2331,30.91,122.6,84.43
2332,7.14,197.13,25.68
2333,72.46,176.48,47.19
2334,82.39,191.31,79.35
2335,13.74,68.52,98.21
2336,46.06,21.12,95.6
2337,54.75,37.67,90.94
2338,44.29,100.1,24.25
2339,14.52,158.65,92.3
2340,50.27,30.03,89.06
2341,90.14,131.95,43.93
2342,8.52,64.72,45.51
2343,9.62,68.24,51.39
2344,42.57,132.38,69.06
2345,113.01,93.4,33.48
2346,80.23,162.41,12.07
2347,81.44,31.18,22.71
2348,43.43,157.99,49.61
2349,71.24,12.85,35.38
2350,1.22,38.81,78.81
2351,76.33,131.23,19.6
2352,109.59,170.99,92.57
2353,73.51,50.54,90.58
2354,104.84,65.44,91.79
2355,86.88,107.42,76.56
2356,14.47,42.31,19.63
2357,108.29,162.23,49.43
2358,7.97,154.73,21.83
2359,64.08,29.06,98.89
2360,17.06,92.77,39.97
2361,1.4,154.97,62.68
2362,50.64,67.47,80.15
2363,35.4,126.62,92.86
2364,58.32,10.04,78.0
2365,69.26,121.74,70.71
2366,5.25,30.53,51.94
2367,14.76,166.12,64.49
2368,67.04,71.09,18.47
2369,41.18,56.31,89.55
2370,87.5,168.18,58.94
2371,78.27,10.03,13.61
2372,101.47,79.32,92.79
2373,83.1,74.0,54.04
2374,51.59,56.96,88.17
2375,80.76,182.35,87.12
2376,33.05,150.19,83.42
2377,36.76,12.78,15.53
2378,94.68,142.94,32.24
2379,53.57,105.46,88.8
2380,95.81,180.17,90.91
2381,98.69,62.59,51.23
2382,102.91,114.83,49.6
2383,110.0,100.15,25.76
2384,51.72,97.91,97.16
2385,38.26,91.22,29.18
2386,69.86,41.13,27.18
2387,44.54,151.14,69.47
2388,72.13,90.27,31.86
2389,84.67,191.7,94.49
2390,82.61,52.16,10.98
2391,44.95,136.55,10.52
2392,20.02,188.14,55.44
2393,51.66,132.69,53.93
2394,17.11,174.25,24.7
2395,106.81,165.5,54.51
2396,41.51,72.02,47.05
2397,18.54,120.02,90.13
2398,3.05,31.25,10.83
2399,77.5,107.11,97.86
2400,76.43,46.08,66.2
2401,40.87,148.75,23.67
2402,8.61,105.61,14.21
2403,49.16,82.25,58.43
2404,37.35,53.76,31.14
2405,81.25,199.74,37.1
2406,72.69,14.34,32.06
2407,43.75,8.71,68.52
2408,26.15,43.45,59.82
2409,118.56,194.21,17.02
2410,54.48,195.85,57.39
2411,82.59,130.99,81.21
2412,16.87,176.02,17.31
2413,58.27,42.79,90.08
2414,3.3,194.41,62.05
2415,60.65,28.56,95.56
2416,115.68,20.23,23.33
2417,46.1,22.44,99.42
2418,4.68,114.63,67.98
2419,3.71,156.19,61.07
2420,46.56,73.33,56.38
2421,19.2,195.58,12.13
2422,2.8,86.88,94.57
2423,90.75,30.09,67.96
2424,55.02,93.19,18.25
2425,34.71,135.81,11.89
2426,108.01,166.45,14.57
2427,13.94,91.75,64.85
2428,114.71,118.72,65.26
2429,37.68,53.47,54.97
2430,106.61,129.18,37.61
2431,72.35,197.19,57.86
2432,99.2,9.81,56.47
2433,118.08,177.31,11.75
2434,34.61,112.46,35.42
2435,115.34,50.42,14.79
2436,46.74,190.98,91.01
2437,46.26,96.67,75.27
2438,40.85,66.34,99.65
2439,64.97,36.3,37.2
2440,18.5,48.89,89.06
2441,66.45,166.57,64.27
2442,65.0,122.88,50.78
2443,91.43,182.65,30.03
2444,100.04,46.39,76.46
2445,52.85,24.23,91.37
2446,36.28,1.22,31.18
2447,31.12,101.57,25.79
2448,23.35,199.66,72.66
2449,6.92,138.99,97.93
2450,41.09,61.68,77.5
2451,32.43,175.37,35.61
2452,115.97,156.34,47.8
2453,66.93,3.08,44.59
2454,41.67,163.37,86.69
2455,69.66,60.11,79.42
2456,16.7,29.93,63.01
2457,53.29,45.27,34.75
2458,75.15,93.72,94.42
2459,58.67,84.97,68.8
2460,48.21,57.78,97.34
2461,119.26,34.44,62.21
2462,105.64,152.45,83.91
2463,74.81,198.02,83.18
2464,68.33,155.56,40.36
2465,74.48,59.19,96.76
2466,24.16,48.96,11.97
2467,47.42,43.53,79.18
2468,4.74,27.34,96.9
2469,57.07,110.27,40.5
2470,65.16,121.08,68.33
2471,27.33,141.1,60.6
2472,115.68,136.04,78.54
2473,109.13,58.47,87.96
2474,86.66,66.06,64.27
2475,64.01,136.3,83.43
2476,104.4,69.89,38.11
2477,15.68,42.52,30.57
2478,94.86,74.87,48.76
2479,14.98,54.42,71.0
2480,95.31,17.66,26.85
2481,33.09,166.03,71.23
2482,105.25,170.62,45.47
2483,113.29,43.95,81.6
2484,17.86,12.95,13.32
2485,55.52,147.77,70.12
2486,117.72,42.31,68.48
2487,58.01,78.69,94.68
2488,103.63,12.83,74.2
2489,70.65,45.25,81.67
2490,45.04,158.58,91.41
2491,34.29,160.88,70.75
2492,24.39,41.42,36.11
2493,91.42,67.18,88.28
2494,46.38,26.85,77.28
2495,61.35,14.83,48.2
2496,59.08,198.43,73.95
2497,69.27,131.12,88.09
2498,103.87,108.42,97.81
2499,117.69,153.1,95.71
2500,48.91,168.02,39.28
2501,99.3,161.34,47.95
2502,91.74,3.31,19.86
2503,68.82,37.36,32.28
2504,114.73,130.98,89.42
2505,24.06,75.15,42.48
2506,13.11,196.5,65.85
2507,102.48,133.08,69.94
2508,52.7,191.31,80.36
2509,101.64,40.29,26.45
2510,107.17,172.79,37.43
2511,7.49,64.27,50.35
2512,106.02,197.91,42.84
2513,53.8,31.54,98.46
2514,61.25,103.27,85.14
2515,75.19,158.57,53.17
2516,111.17,86.53,89.13
2517,2.29,93.62,41.29
2518,57.22,197.27,80.72
2519,82.53,85.06,30.13
2520,86.72,120.81,79.51
2521,83.1,10.91,51.08
2522,16.13,168.44,19.67
2523,35.93,129.63,34.59
2524,43.05,80.8,46.2
2525,96.53,3.23,77.44
2526,33.45,118.33,16.57
2527,25.28,2.53,69.36
2528,114.89,0.24,74.44
2529,1.06,123.22,68.85
2530,119.74,37.8,78.46
2531,81.22,38.38,26.04
2532,99.42,130.65,62.84
2533,35.35,10.74,94.7
2534,1.72,62.68,64.97
2535,88.54,29.89,65.02
2536,100.1,116.04,76.28
2537,88.86,132.35,39.99
2538,17.14,144.23,73.04
2539,90.41,51.05,92.46
2540,92.27,17.85,10.98
2541,79.02,15.74,88.31
2542,91.93,85.23,29.68
2543,101.51,189.17,51.03
2544,73.63,43.55,86.71
2545,10.63,51.35,84.15
2546,58.52,20.18,90.27
2547,9.32,121.11,94.64
2548,48.91,135.97,50.24
2549,48.85,128.59,69.07
2550,7.92,172.23,45.14
2551,41.86,97.29,41.56
2552,13.32,26.89,48.84
2553,96.99,57.88,76.88
2554,113.72,132.49,55.13
2555,8.68,122.62,83.27
2556,114.61,106.2,77.07
2557,62.71,136.59,11.84
2558,35.95,127.48,66.72
2559,9.22,176.26,49.29
2560,60.07,117.2,51.1
2561,95.34,155.72,83.65
2562,84.85,49.74,59.28
2563,6.03,135.64,89.71
2564,8.75,180.44,74.15
2565,48.34,77.15,59.76
2566,35.43,155.82,77.91
2567,27.89,144.96,13.45
2568,33.72,11.91,12.44
2569,96.42,116.3,17.5
2570,111.51,26.04,49.38
2571,48.61,193.46,31.19
2572,108.73,162.28,98.58
2573,38.58,21.94,58.81
2574,57.17,24.35,69.62
2575,27.12,118.89,35.09
2576,76.86,68.98,38.96
2577,117.48,6.98,40.19
2578,72.42,108.33,72.89
2579,42.94,77.57,52.63
2580,77.74,20.22,56.59
2581,14.75,160.38,63.28
2582,106.64,183.02,79.19
2583,60.37,151.32,18.13
2584,53.92,164.48,79.92
2585,70.3,43.3,60.69
2586,74.97,52.71,70.22
2587,8.61,41.71,39.48
2588,81.91,153.01,46.84
2589,29.03,189.58,30.8
2590,85.67,143.37,98.14
2591,98.7,176.29,54.73
2592,96.48,127.74,99.65
2593,66.3,77.53,54.08
2594,62.42,85.15,29.78
2595,17.15,15.06,55.67
2596,93.04,6.29,13.56
2597,32.57,139.1,91.43
2598,59.6,87.69,83.67
2599,34.11,110.44,75.32
2600,16.06,111.53,64.88
2601,75.55,55.48,62.19
2602,6.52,95.18,99.71
2603,89.84,94.15,35.02
2604,38.11,77.69,80.17
2605,0.02,164.14,62.33
2606,61.34,90.23,97.83
2607,5.62,120.73,84.5
2608,33.14,179.1,99.87
2609,84.84,173.25,62.95
2610,7.52,178.08,28.41
2611,100.72,54.0,55.33
2612,0.46,7.0,74.0
2613,29.62,52.21,79.69
2614,88.91,55.74,10.05
2615,37.95,181.87,55.45
2616,12.23,129.85,31.17
2617,43.23,16.34,88.74
2618,32.45,27.08,23.76
2619,101.13,31.14,69.98
2620,37.6,126.08,33.95
2621,94.67,147.08,42.09
2622,107.02,171.93,94.65
2623,52.06,188.13,31.64
2624,109.19,40.34,18.55
2625,45.28,61.95,16.24
2626,115.69,48.06,55.42
2627,10.71,71.75,67.75
2628,82.44,182.93,39.46
2629,59.26,115.02,72.12
2630,46.52,147.64,15.49
2631,75.93,98.02,87.16
2632,84.46,5.77,83.49
2633,0.52,12.84,98.69
2634,20.03,107.58,94.29
2635,85.57,143.76,42.06
2636,79.97,43.07,45.93
2637,115.93,144.38,77.14
2638,91.32,162.13,22.07
2639,114.09,82.38,38.26
2640,84.3,149.28,20.67
2641,35.77,80.81,50.94
2642,12.64,135.67,59.68
2643,93.82,152.8,29.0
2644,77.3,198.39,12.4
2645,5.78,69.08,74.74
2646,43.21,82.21,11.8
2647,114.82,33.12,97.61
2648,60.05,40.81,29.94
2649,51.93,138.68,69.75
2650,54.92,183.41,49.13
2651,25.07,78.92,15.37
2652,44.24,35.97,52.5
2653,44.38,57.02,56.51
2654,6.28,91.01,86.92
2655,92.11,58.13,75.91
2656,49.98,46.72,17.14
2657,98.66,147.2,28.82
2658,102.04,1.57,38.07
2659,25.44,107.85,20.48
2660,78.88,158.75,51.12
2661,56.67,53.25,98.59
2662,105.62,120.66,56.32
2663,25.89,133.78,76.77
2664,81.34,131.0,71.46
2665,72.93,89.17,86.49
2666,35.44,69.32,29.42
2667,16.39,167.18,77.84
2668,78.2,151.69,89.32
2669,88.63,64.25,25.44
2670,37.88,20.6,41.21
2671,77.38,14.36,97.31
2672,47.42,18.86,80.27
2673,85.58,116.57,35.43
2674,23.91,10.33,60.75
2675,106.83,67.39,46.39
2676,34.49,150.64,54.1
2677,44.13,58.87,41.96
2678,6.97,152.66,35.14
2679,13.38,149.09,70.73
2680,61.9,49.17,80.07
2681,32.11,145.76,88.66
2682,100.26,149.56,23.98
2683,1.76,79.49,84.06
2684,45.49,42.08,32.93
2685,40.48,104.25,48.46
2686,2.32,184.28,91.13
2687,14.92,127.92,50.91
2688,49.64,34.58,27.74
2689,59.14,136.55,24.39
2690,48.51,85.44,52.57
2691,63.71,118.31,78.64
2692,71.42,146.81,99.75
2693,1.19,102.99,80.87
2694,55.69,162.8,88.93
2695,115.62,144.43,77.3
2696,62.28,123.01,90.59
2697,81.31,30.16,16.87
2698,37.42,167.19,93.69
2699,92.88,187.18,45.68
2700,92.75,27.39,92.95
2701,62.56,97.65,16.82
2702,117.12,51.78,74.37
2703,15.07,150.9,76.21
2704,2.03,144.33,99.72
2705,92.42,28.18,79.2
2706,96.86,175.41,44.43
2707,14.42,36.19,60.15
2708,31.87,159.45,42.99
2709,2.11,91.4,27.64
2710,35.2,65.65,32.37
2711,92.78,31.65,29.98
2712,62.16,33.52,59.39
2713,41.77,132.38,91.55
2714,44.61,110.09,92.15
2715,0.16,24.42,14.93
2716,35.98,22.54,17.19
2717,77.58,14.46,32.06
2718,116.9,148.75,32.96
2719,101.65,142.38,18.54
2720,2.83,11.69,44.96
2721,107.83,112.05,62.9
2722,93.98,16.94,62.03
2723,93.65,180.75,58.91
2724,54.96,181.42,40.48
2725,47.76,139.65,73.58
2726,36.35,185.24,84.38
2727,7.88,162.29,41.16
2728,27.39,165.71,17.7
2729,29.59,113.94,36.67
2730,58.09,61.21,22.36
2731,89.69,43.56,52.06
2732,56.86,65.44,24.03
2733,6.94,125.7,51.66
2734,114.93,34.53,29.89
2735,113.13,51.73,76.49
2736,94.22,93.61,12.48
2737,118.96,46.61,59.93
2738,65.34,117.73,25.25
2739,115.53,184.64,10.09
2740,9.07,149.62,88.23
2741,43.88,133.29,70.44
2742,27.05,116.54,18.9
2743,23.5,97.59,69.77
2744,16.9,37.31,65.05
2745,74.69,178.94,52.6
2746,93.76,49.71,47.73
2747,69.4,18.26,89.84
2748,17.64,150.0,32.06
2749,97.33,35.12,45.85
2750,76.31,74.38,39.62
2751,46.58,5.66,79.41
2752,80.9,27.41,92.48
2753,31.19,34.64,86.48
2754,41.42,10.88,81.79
2755,110.1,131.33,98.81
2756,34.86,167.4,72.74
2757,56.4,74.66,77.59
2758,106.82,174.92,98.45
2759,84.93,42.67,10.63
2760,7.46,65.08,67.06
2761,17.68,30.15,76.51
2762,0.94,124.11,92.6
2763,75.71,83.97,89.55
2764,53.72,122.66,85.78
2765,16.11,152.33,95.12
2766,114.95,109.14,58.36
2767,63.56,125.53,10.62
2768,29.03,187.05,10.99
2769,60.07,59.81,59.02
2770,81.55,71.83,49.17
2771,9.15,143.54,50.61
2772,32.96,122.26,46.04
2773,96.84,35.71,92.6
2774,55.16,75.23,42.33
2775,65.59,93.57,87.06
2776,51.94,83.88,91.26
2777,5.27,35.65,54.96
2778,19.89,184.89,50.22
2779,53.46,152.46,78.49
2780,25.1,96.27,73.72
2781,6.0,136.01,39.57
2782,101.24,179.46,19.23
2783,117.74,27.23,33.84
2784,95.18,50.07,21.79
2785,102.45,108.54,36.53
2786,29.04,159.8,33.56
2787,115.28,7.25,67.39
2788,23.63,196.8,95.9
2789,114.17,90.98,71.72
2790,119.38,71.85,93.4
2791,85.41,58.54,80.57
2792,117.74,34.87,75.51
2793,68.34,158.31,47.27
2794,31.15,191.08,39.23
2795,52.44,82.73,86.16
2796,71.23,190.48,91.49
2797,8.77,164.76,50.67
2798,74.68,96.21,10.82
2799,117.74,134.81,81.33
2800,22.81,87.0,35.66
2801,95.11,111.74,10.89
2802,108.95,11.61,82.45
2803,113.24,139.25,56.57
2804,115.22,10.56,71.67
2805,62.58,163.42,92.32
2806,117.28,164.99,58.71
2807,90.88,47.42,55.29
2808,19.4,64.73,36.16
2809,57.23,96.26,37.47
2810,86.2,119.33,81.69
2811,29.68,57.47,50.41
2812,76.87,118.5,24.72
2813,79.99,59.56,18.51
2814,19.52,11.1,52.56
2815,67.81,0.51,51.85
2816,92.6,20.23,68.81
2817,59.87,158.45,52.4
2818,1.45,192.29,22.91
2819,1.08,85.39,55.7
2820,42.84,102.54,91.61
2821,111.14,29.37,24.35
2822,27.44,110.21,72.08
2823,76.12,28.93,63.45
2824,26.65,122.24,77.37
2825,38.6,186.65,23.55
2826,101.77,39.14,94.74
2827,87.46,152.91,65.89
2828,11.45,4.7,86.24
2829,51.44,75.1,32.19
2830,3.5,22.15,76.55
2831,57.71,70.5,80.29
2832,79.49,34.71,45.77
2833,14.22,74.66,44.56
2834,34.67,83.5,69.2
2835,47.74,60.12,18.41
2836,110.34,131.32,76.21
2837,119.19,183.77,13.86
2838,5.39,80.12,27.15
2839,91.32,38.47,69.77
2840,44.61,54.14,18.85
2841,47.09,170.8,97.47
2842,90.51,114.33,88.16
2843,110.21,91.0,66.37
2844,114.11,29.93,83.72
2845,69.25,89.95,89.88
2846,42.85,55.7,33.35
2847,94.51,188.63,86.45
2848,30.12,176.81,27.53
2849,67.69,16.78,47.2
2850,43.03,103.33,60.24
2851,78.8,45.01,74.25
2852,28.85,82.16,12.71
2853,22.99,175.37,36.15
2854,110.19,105.5,64.77
2855,12.22,66.84,42.16
2856,60.71,41.58,79.75
2857,26.5,160.06,68.65
2858,4.67,124.9,31.1
2859,4.32,93.61,23.13
2860,21.03,43.5,66.61
2861,104.01,66.85,50.54
2862,33.9,191.97,25.21
2863,114.06,104.02,39.37
2864,69.79,80.14,37.27
2865,52.39,104.28,19.73
2866,69.61,155.8,59.22
2867,62.0,68.02,78.73
2868,91.05,35.74,61.79
2869,33.9,116.99,84.37
2870,42.37,133.04,21.48
2871,107.29,142.54,49.21
2872,113.57,176.4,64.85
2873,107.11,74.23,70.84
2874,50.33,15.07,72.62
2875,93.64,191.67,75.61
2876,57.16,87.0,68.63
2877,59.7,124.65,18.48
2878,24.56,133.26,72.58
2879,70.94,109.3,75.23
2880,22.34,41.05,99.41
2881,39.79,151.03,72.4
2882,102.6,160.75,71.81
2883,24.85,110.6,56.33
2884,8.54,97.71,88.11
2885,8.28,22.79,99.72
2886,112.89,16.79,80.11
2887,60.83,67.91,65.13
2888,49.13,62.17,17.11
2889,97.31,190.73,75.41
2890,100.3,156.72,73.77
2891,39.86,131.98,79.8
2892,83.23,103.53,21.21
2893,92.53,33.47,68.84
2894,78.56,195.69,36.62
2895,18.19,75.01,78.42
2896,105.11,21.39,31.63
2897,64.69,98.76,71.56
2898,33.9,174.8,36.55
2899,51.03,177.46,10.81
2900,4.51,2.19,67.0
2901,15.34,177.26,20.19
2902,91.87,54.3,69.34
2903,0.0,7.79,93.3
2904,49.99,169.56,97.23
2905,62.7,172.77,31.23
2906,6.56,119.25,82.83
2907,116.77,114.89,41.82
2908,27.14,162.62,91.04
2909,36.5,157.26,80.87
2910,36.47,178.02,16.65
2911,27.65,110.55,46.64
2912,0.18,193.53,40.36
2913,87.52,199.23,80.67
2914,116.02,23.31,46.93
2915,26.92,169.91,71.61
2916,79.57,99.96,64.22
2917,89.03,77.51,97.81
2918,101.81,122.61,94.4
2919,50.72,11.19,48.49
2920,36.35,101.29,75.12
2921,39.04,174.18,84.65
2922,85.51,42.69,90.9
2923,98.01,85.28,16.13
2924,21.79,187.9,37.19
2925,44.51,85.71,38.82
2926,108.23,71.67,49.1
2927,96.8,88.11,25.23
2928,118.18,103.89,54.66
2929,90.51,126.4,69.69
2930,47.18,160.14,54.76
2931,70.88,90.42,69.92
2932,79.32,163.5,15.98
2933,9.41,106.74,88.84
2934,65.34,67.7,94.52
2935,85.12,131.59,65.61
2936,20.08,143.54,89.33
2937,93.68,111.61,21.83
2938,70.05,11.32,81.77
2939,114.27,33.98,20.72
2940,5.09,57.06,46.72
2941,31.84,56.53,39.14
2942,72.19,134.68,62.7
2943,35.59,3.67,37.14
2944,85.73,151.14,67.36
2945,91.08,53.07,43.06
2946,12.3,62.0,87.47
2947,61.66,105.58,67.05
2948,61.07,43.19,29.38
2949,44.31,176.89,40.25
2950,111.95,17.07,86.27
2951,99.3,88.88,44.78
2952,83.67,169.88,58.22
2953,85.72,123.17,68.4
2954,55.41,58.47,41.3
2955,110.52,84.15,36.46
2956,83.35,141.34,52.77
2957,87.48,194.65,29.34
2958,103.4,178.63,35.58
2959,32.89,68.49,15.59
2960,96.85,199.64,37.36
2961,23.43,0.7,38.86
2962,41.44,5.53,96.56
2963,40.27,164.77,63.08
2964,117.42,39.89,80.86
2965,102.78,12.15,14.08
2966,84.14,47.43,19.59
2967,87.25,85.22,83.31
2968,67.45,146.11,66.12
2969,113.65,124.87,27.19
2970,59.55,47.52,46.43
2971,45.66,100.65,58.48
2972,19.56,185.24,85.92
2973,94.34,163.0,15.44
2974,88.13,64.64,63.71
2975,46.12,196.45,74.53
2976,3.02,141.72,98.01
2977,100.68,12.49,82.64
2978,1.37,7.03,34.86
2979,84.44,33.68,73.86
2980,116.43,145.57,78.7
2981,52.52,36.75,75.68
2982,28.2,102.3,83.81
2983,84.58,18.65,91.34
2984,98.06,184.18,18.86
2985,65.57,68.79,19.43
2986,116.04,181.63,81.68
2987,6.2,188.98,32.71
2988,60.58,1.23,15.27
2989,86.21,92.83,46.11
2990,103.52,4.93,83.79
2991,21.51,181.74,21.39
2992,96.0,103.68,70.47
2993,66.32,14.99,10.33
2994,47.59,22.06,19.88
2995,15.81,76.7,41.58
2996,103.84,188.05,17.52
2997,18.87,138.58,86.13
2998,37.17,173.52,87.77
2999,34.81,73.29,78.0
3000,104.57,8.64,31.82
3001,80.72,194.86,57.09
3002,95.6,3.43,26.58
3003,30.06,189.53,35.32
3004,74.98,73.74,56.44
3005,68.61,2.02,76.15
3006,99.94,137.83,18.52
3007,108.73,196.11,36.7
3008,1.46,193.13,93.4
3009,80.88,32.19,48.62
3010,6.22,36.25,94.5
3011,65.86,113.11,99.23
3012,34.52,127.46,57.4
3013,36.81,147.88,35.92
3014,42.36,36.21,81.17
3015,74.56,191.8,24.34
3016,40.09,127.75,32.68
3017,87.92,169.41,80.64
3018,48.54,108.01,49.03
3019,8.2,82.86,28.14
3020,94.05,195.44,68.6
3021,34.29,116.42,75.95
3022,51.93,173.37,21.26
3023,82.25,190.66,34.93
3024,39.89,135.07,29.91
3025,6.79,109.79,44.19
3026,44.87,0.7,78.71
3027,113.33,8.0,74.23
3028,77.01,40.17,69.63
3029,80.58,37.2,10.57
3030,75.87,50.95,22.79
3031,23.88,60.99,30.1
3032,50.2,72.01,34.48
3033,90.11,84.11,23.18
3034,12.16,19.77,46.93
3035,33.34,8.47,16.77
3036,33.16,134.79,77.5
3037,51.84,107.47,80.89
3038,117.64,88.83,61.68
3039,8.1,126.89,18.07
3040,62.24,165.54,90.11
3041,21.52,85.54,96.91
3042,116.48,128.22,28.21
3043,13.6,190.71,73.42
3044,48.43,167.92,85.77
3045,88.55,85.2,58.59
3046,84.55,128.94,39.1
3047,50.73,35.41,53.07
3048,41.58,112.1,56.1
3049,47.71,196.27,46.06
3050,31.71,103.66,93.69
3051,24.64,185.53,76.95
3052,57.96,81.47,31.72
3053,32.22,199.77,62.7
3054,34.5,115.84,71.98
3055,78.81,8.45,22.61
3056,116.22,117.35,42.26
3057,72.44,54.91,91.5
3058,9.24,6.5,61.05
3059,9.07,164.17,29.53
3060,114.17,55.15,21.05
3061,35.67,159.31,56.64
3062,11.05,57.64,59.29
3063,71.89,38.87,40.1
3064,74.84,194.79,66.74
3065,77.82,72.33,16.18
3066,32.09,120.28,23.06
3067,1.81,122.0,59.16
3068,115.8,112.09,15.56
3069,30.11,182.94,89.28
3070,81.12,134.89,22.79
3071,84.8,80.75,70.65
3072,73.2,172.48,45.21
3073,37.55,36.21,45.98
3074,32.53,108.85,78.84
3075,71.72,190.11,54.95
3076,103.93,125.08,75.31
3077,113.61,163.39,55.47
3078,12.71,130.71,63.36
3079,18.58,167.87,78.46
3080,113.37,188.9,64.66
3081,88.38,54.58,65.41
3082,105.96,33.93,81.03
3083,24.32,96.8,95.42
3084,70.51,140.37,43.9
3085,84.14,45.44,61.94
3086,81.61,0.82,17.76
3087,48.98,68.59,42.29
3088,1.85,193.77,47.08
3089,69.95,138.99,85.17
3090,30.37,80.27,56.21
3091,54.03,38.52,75.8
3092,114.91,71.22,11.71
3093,47.88,33.97,51.8
3094,100.78,21.26,91.12
3095,22.62,181.35,30.19
3096,80.7,199.53,12.84
3097,117.24,32.82,49.01
3098,12.23,10.9,73.4
3099,1.0,65.95,50.9
3100,52.03,92.33,51.4
3101,11.12,40.96,70.28
3102,89.81,60.28,32.89
3103,109.75,40.17,77.67
3104,52.08,154.85,23.78
3105,31.05,142.52,45.62
3106,52.13,126.99,69.04
3107,86.81,77.44,84.55
3108,1.09,181.81,81.24
3109,70.73,193.91,74.95
3110,73.6,34.73,42.32
3111,76.52,44.6,21.01
3112,29.04,105.13,29.52
3113,85.69,18.25,87.84
3114,10.97,87.29,87.16
3115,23.91,116.36,95.64
3116,105.3,104.41,16.84
3117,88.65,66.18,58.31
3118,1.65,108.49,68.38
3119,29.81,191.76,73.96
3120,25.73,41.2,67.95
3121,32.5,130.97,79.3
3122,29.71,8.68,42.35
3123,7.5,13.28,26.15
3124,55.07,110.37,28.41
3125,87.93,20.99,11.08
3126,72.81,4.47,41.53
3127,80.74,34.3,18.26
3128,9.74,112.97,38.93
3129,114.18,140.67,66.54
3130,100.62,40.5,90.5
3131,96.61,133.65,85.56
3132,98.76,36.5,32.74
3133,111.93,122.69,22.07
3134,65.31,82.39,27.38
3135,24.03,130.76,97.39
3136,74.01,199.01,59.45
3137,89.15,187.56,26.43
3138,88.55,0.86,85.67
3139,62.57,177.09,45.57
3140,8.22,13.3,90.93
3141,44.53,190.61,33.46
3142,110.49,56.37,45.39
3143,70.13,76.41,55.45
3144,64.6,18.33,90.34
3145,32.26,22.45,88.19
3146,44.21,145.35,61.69
3147,107.44,188.87,29.96
3148,79.98,122.15,46.3
3149,94.49,143.17,97.81
3150,54.52,152.39,64.7
3151,75.63,52.56,80.3
3152,29.81,9.05,50.49
3153,84.66,0.37,57.88
3154,51.31,70.13,48.61
3155,53.11,48.29,73.26
3156,77.92,12.46,86.63
3157,112.35,35.91,55.66
3158,7.68,24.9,53.28
3159,98.97,182.98,40.63
3160,35.09,28.05,25.94
3161,53.27,107.53,94.53
3162,2.63,118.62,38.45
3163,36.13,108.7,82.06
3164,60.32,19.81,74.38
3165,6.74,63.76,81.18
3166,58.93,10.25,94.31
3167,111.25,79.13,66.1
3168,12.65,37.72,90.82
3169,91.73,112.33,25.09
3170,49.16,138.56,66.4
3171,78.62,106.42,79.5
3172,31.23,86.85,34.45
3173,19.14,77.47,76.67
3174,19.26,168.34,80.06
3175,8.46,43.87,84.81
3176,22.28,146.84,38.16
3177,79.71,151.5,71.34
3178,105.8,83.84,37.38
3179,97.7,59.46,76.51
3180,82.22,94.11,51.67
3181,13.25,18.64,63.78
3182,34.7,9.19,47.43
3183,37.18,22.32,24.58
3184,29.99,37.43,26.02
3185,61.8,100.84,16.98
3186,64.27,169.83,65.63
3187,42.83,47.13,86.38
3188,42.45,187.03,11.88
3189,99.43,190.98,15.96
3190,94.72,191.78,51.17
3191,36.94,167.51,76.39
3192,109.65,72.77,24.19
3193,114.34,14.54,34.45
3194,39.21,113.76,30.88
3195,42.53,111.74,45.91
3196,60.68,170.0,30.25
